issn,count,cited,citation
"0305-7364,1095-8290",471,358,1859
1479-7704,471,0,0
2220-9964,471,309,964
0100-0683,471,242,532
"0307-5079,1470-174X",470,289,886
"1941-7640,1941-7632",470,337,2944
"0219-8878,1793-6977",470,228,805
"1530-5627,1556-3669",470,364,1708
"0910-8327,1615-2573",470,335,1007
"0021-8820,1881-1469",470,321,1288
1323-1650,470,333,1187
"1873-9946,1876-4479",470,361,1799
0749-1581,469,288,1013
2249-4863,469,114,269
"0974-9349,0974-9357",469,13,17
1757-7241,469,238,900
"0032-6313,1884-4545",469,15,15
"2169-1401,2169-141X",469,308,1006
"1022-7954,1608-3369",468,187,344
"1646-0758,0870-399X",468,119,237
1070-9762,468,124,191
"1862-5282,2195-8556",467,231,588
0090-3558,467,329,1122
1526-3711,467,160,254
1932-6181,467,125,261
"1434-5161,1435-232X",467,325,1293
"0885-7490,1573-7365",467,332,1461
"0045-3102,1468-263X",467,195,539
2349-3283,467,13,16
0301-2212,467,178,359
0016-6758,467,3,4
1229-604X,467,12,13
"0976-0555,0367-6722",467,10,10
"0033-183X,1615-6102",467,332,1374
"1356-5524,1473-6810",466,144,281
"1536-125X,1941-0085",466,353,2016
"0927-3948,1744-5078",466,269,760
1530-4515,466,256,730
1536-0652,466,320,1217
0014-4800,466,369,1711
1471-2253,465,309,1078
0973-3698,465,13,16
0021-9886,465,163,595
"1534-4320,1558-0210",465,352,2442
"0035-2942,2105-2964",465,10,16
"0140-0118,1741-0444",465,288,982
2199-160X,465,337,1843
1558-7673,464,350,1419
1990-4665,464,1,1
2213-1779,464,304,2557
0006-341X,464,244,803
"0300-9009,2240-2993",464,179,344
1550-7416,464,376,2285
"2234-6163,2234-6171",464,237,678
0976-3198,464,38,52
1880-0556,464,0,0
1120-6721,463,210,485
"0002-9459,1553-6467",463,264,715
2049-0801,463,143,343
"1574-1443,1574-1451",463,298,1038
"1040-2004,1547-397X",463,271,883
1808-8694,463,184,377
2214-1405,463,186,725
1009-5896,463,100,135
2185-6648,462,12,15
"2366-004X,2366-0058",462,192,330
0958-0670,462,340,1552
1319-6103,462,344,1668
2213-4220,462,79,176
"0098-6445,1563-5201",462,257,795
1662-5129,462,372,2160
1947-2579,462,49,122
"0177-5537,1433-044X",462,169,335
0001-6314,462,332,1475
0161-3499,462,267,799
1467-7644,461,389,3969
"1590-4261,1869-2044",461,314,851
"1081-0730,1087-0415",461,329,1295
"0143-6597,1360-2241",461,247,925
0197-0186,461,399,2540
0300-483X,461,384,2509
"1040-7278,1572-8862",460,274,906
"1093-4529,1532-4117",460,297,927
1226-7945,460,9,9
0959-4388,460,420,5178
0021-9630,460,392,3198
0364-5916,460,186,831
"2092-5859,2092-6529",459,54,66
"0300-9858,1544-2217",459,261,1395
"0043-6275,1613-978X",459,60,89
1929-0748,459,311,1012
1574-6941,459,364,1422
"2080-4881,2300-4096",459,1,1
1479-5868,458,422,3472
"0734-242X,1096-3669",458,311,1177
"0042-1138,1423-0399",458,254,621
0020-0190,458,266,679
2211-0348,458,310,1270
"1976-1902,1976-7846",458,247,702
0009-4293,458,185,623
"0733-9437,1943-4774",458,200,605
"0022-0795,1479-6805",458,377,2945
"2157-8834,0892-7626",457,87,142
"0733-9364,1943-7862",457,330,1084
0894-1491,457,422,4149
"2332-3205,2332-3213",457,26,29
0001-6918,457,361,1702
0104-1169,457,195,435
0032-0862,456,347,1356
1538-4365,456,406,5482
0748-8017,456,287,762
1225-6463,456,251,783
"0971-7196,0975-0703",456,107,160
"2194-2536,2364-1010",455,6,6
"0300-8630,1439-3824",455,79,194
"1051-9815,1875-9270",455,169,279
"2029-5731,1392-1215",455,137,312
"1741-2560,1741-2552",455,365,2497
"1340-3478,1880-3873",455,340,1433
"0036-1410,1095-7154",455,339,1322
"1092-1095,1538-067X",455,206,505
"2070-2051,2070-206X",455,219,440
1059-910X,455,259,721
1884-0485,455,70,99
2160-6773,455,10,24
"1305-7707,1305-7693",455,39,66
0328-0101,455,2,2
"1749-6799,1759-7404",454,5,6
0025-584X,454,180,383
"2373-9878,2373-9878",454,357,1780
"2005-6419,2005-7563",454,235,545
1521-0111,454,401,2653
"0971-4502,0974-0449",454,123,176
"2047-8917,2052-4609",454,0,0
0100-879X,454,296,927
"1810-0198,1810-0198",454,3,3
0931-2439,454,244,612
0140-1971,454,355,1535
1065-6995,454,326,1013
1015-8634,453,124,231
0266-8254,453,329,1235
"0006-3509,1555-6654",453,154,244
0921-8181,453,375,2839
1832-8334,453,3,3
0098-8472,453,415,3416
"0022-4650,1533-6794",452,292,1049
"1286-0042,1286-0050",452,218,501
"1598-9623,2005-4149",452,332,1182
"0913-6339,1348-8163",452,140,253
2231-0894,452,107,190
2148-1148,452,8,8
"1424-7860,1424-3997",452,119,181
2278-098X,452,34,40
"1878-5190,1878-5204",452,305,884
0378-2166,451,272,929
"0017-6192,1433-0458",451,183,387
1752-0509,451,340,1628
0970-9290,451,148,245
0167-6911,451,335,2125
2210-7762,451,191,711
2289-0238,451,82,125
"2386-9062,0423-4847",451,1,2
1681-715X,451,98,168
"1545-5955,1558-3783",451,362,2712
"1439-023X,1869-5515",451,4,6
"0971-9202,0975-6434",451,90,134
1098-7339,451,311,1861
0009-3920,451,374,2090
0915-5287,451,399,1690
0305-1870,450,323,1128
1366-5545,450,381,2491
1050-0472,450,267,767
0015-3230,450,0,0
"1000-9345,2192-8258",450,245,563
"0040-6015,1555-6301",450,140,271
"0004-6264,2053-051X",450,317,1225
1559-047X,450,293,935
"0969-4900,2052-4307",450,65,103
"0042-8450,2406-0720",450,34,50
"1439-8516,1439-7617",450,140,263
0009-4536,450,249,634
"0022-815X,1881-1000",449,13,21
0007-8506,449,357,2164
"1520-9156,1557-8593",449,343,2078
"1079-5014,1758-5368",449,300,1383
1598-9402,449,201,458
"0161-6412,1743-1328",449,295,938
0040-2508,449,66,123
"1547-4771,1531-8567",449,151,309
"0149-2195,1545-861X",449,349,4285
"1499-2027,1708-8186",449,250,891
2234-7925,449,117,203
1568-7864,448,389,3002
2226-9649,448,9,9
"0743-684X,1098-8947",448,149,441
"2320-3331,2278-1676",448,33,46
"1556-3650,1556-9519",447,317,2219
"1941-9651,1942-0080",447,283,2300
"0164-0313,1572-9591",447,222,566
0148-4834,447,220,596
"1672-6316,1993-0321",447,250,708
"1759-0787,1759-0795",447,169,330
"2223-4683,2223-4691",447,36,56
2010-0264,447,139,260
0959-1524,447,377,2600
"0018-2168,1527-1900",447,12,19
"1055-6656,1545-1569",446,237,678
"0895-0695,1938-2057",446,283,1245
"0008-4212,1205-7541",446,321,1078
"1342-6907,1881-6908",446,13,17
"0891-1150,1939-2869",446,123,319
"0352-6852,2334-9573",446,1,1
"1660-5446,1660-5454",445,167,357
0906-7590,445,324,2312
"0020-7454,1543-5245",445,269,757
0019-8501,445,374,2434
2470-1173,445,45,54
"0022-0388,1743-9140",445,232,636
"2152-2197,2152-2219",445,177,352
"1088-9051,1549-5469",445,402,5889
0161-813X,445,379,2159
"1863-1703,1863-1711",444,239,648
0887-8013,444,215,515
"0386-9768,1348-9372",444,46,54
"0893-3952,1530-0285",444,390,3045
0422-7638,444,133,200
"0042-0247,1712-5278",444,6,7
"1744-1692,1744-1706",444,281,923
"0009-918X,1882-0654",444,121,171
"1123-6337,1128-045X",444,253,1011
"1741-3842,1741-3850",443,242,683
2095-2686,443,358,1436
"1751-8784,1751-8792",443,313,1116
0143-2885,443,322,1609
0048-7333,443,404,4194
"1437-3254,1437-3262",443,284,1047
"2338-476X,0030-9311",442,14,16
"2090-6447,2090-6455",442,98,134
"1472-0795,2047-8941",442,42,91
"0085-4530,1433-0431",442,180,383
1058-2916,442,297,1385
"1477-9072,1744-8344",442,282,857
"0026-9298,1433-0474",442,101,174
"1744-666X,1744-8409",442,356,1817
0090-3752,442,275,1199
"1559-2723,1559-2731",441,303,1290
1534-150X,441,2,2
"0885-8969,1558-0059",441,359,2490
"0340-1855,1435-1250",441,165,325
"0453-073X,1883-6852",441,5,5
1461-023X,441,401,6279
"0126-6705,2180-4206",440,135,266
1796-203X,440,130,216
0213-9111,440,251,724
2056-6697,440,15,23
1258-780X,440,28,33
"1935-7893,1938-744X",440,207,451
0032-8162,440,2,2
0017-2278,439,14,21
0892-0362,439,185,1003
2319-5886,439,42,56
"1342-1751,1437-7799",439,257,735
"0021-2172,1565-8511",439,220,474
0899-1987,439,335,1322
"0129-1831,1793-6586",439,264,763
"1265-4906,1248-9204",439,231,956
"0960-3271,1477-0903",439,288,976
0037-0738,439,364,1594
"0361-2759,1930-8280",439,0,0
"1077-6990,2161-430X",439,93,352
"1618-9876,2192-9068",439,2,2
"0009-2355,1573-8329",439,47,78
2213-2317,439,380,4414
"0896-8608,1718-4304",439,216,642
2162-0903,439,0,0
"0018-5043,1439-4286",438,262,873
"2005-4270,2005-4270",438,41,59
"1017-1398,1572-9265",438,226,684
"1672-0733,1993-1352",438,232,515
0145-8876,437,204,482
0967-0637,437,359,1857
1326-0200,437,269,867
0915-5635,437,252,997
0905-6157,437,347,1822
0191-8141,437,347,1771
"2397-8325,2397-8325",436,15,17
"1569-111X,1569-1101",436,44,68
1005-0094,436,96,143
"1943-0620,1943-0639",436,336,1606
1874-9399,436,394,3420
"0021-1265,1863-4362",436,172,356
"0921-0296,1573-0409",436,241,780
0094-0496,436,100,463
"1473-7175,1744-8360",436,342,1673
"0010-7514,1366-5812",436,55,327
"1096-2247,2162-2906",436,257,955
"0289-1824,1884-7145",436,49,63
0972-2327,436,157,351
1742-7835,436,318,1343
"0167-1685,1875-6808",436,1,1
0017-9124,435,289,1103
"1742-5255,1744-7607",435,338,1773
0975-7406,435,157,426
0439-755X,435,37,52
0261-3050,435,26,57
"1469-221X,1469-3178",435,343,3560
2079-4991,435,328,1800
"0369-4305,1881-4883",435,37,61
"1383-5416,1875-8800",435,115,239
1226-3133,435,25,31
1612-9237,435,40,54
"1699-048X,1699-3055",434,277,828
0260-437X,434,348,1737
1548-2278,434,100,166
1072-5520,434,144,426
"1475-4266,2047-8933",434,19,42
"1537-6494,1537-6532",434,231,877
0021-8790,434,341,2606
"1023-1935,1608-3342",434,234,548
"1059-9630,1544-1016",434,282,911
"0025-5300,2195-8572",434,145,285
0261-3794,434,266,917
"1025-6415,1025-6415",434,28,30
"0031-9120,1361-6552",434,125,241
2210-7401,434,293,1083
"0041-5995,1573-9376",434,85,127
0017-0011,434,117,198
"0363-0129,1095-7138",434,303,1253
0098-6151,433,92,173
1383-5769,433,320,1311
"1044-5463,1557-8992",433,302,1217
1086-9379,433,321,1431
0277-0008,433,358,1935
"2233-7849,2233-7849",433,65,105
0160-2446,433,334,1412
"2054-8508,1756-4611",433,2,2
"1526-6028,1545-1550",432,314,1539
1728-2667,432,1,1
"1568-5888,1876-6250",432,210,665
0025-5564,432,300,1038
1297-9716,432,337,1764
"0733-9429,1943-7900",432,273,948
0212-6567,432,186,429
"1219-4956,1532-2807",432,249,728
1981-3163,432,77,99
"0272-4340,1573-6830",432,331,1479
1931-4973,432,157,383
"1473-7140,1744-8328",432,320,1144
"1348-6535,1882-0743",431,212,435
2330-1619,431,156,324
"0340-7004,1432-0851",431,348,2273
"0095-9782,1572-8927",431,272,979
2380-2359,431,71,101
0961-5423,431,212,674
2380-4505,431,85,139
"1232-1966,1898-2263",431,210,460
2141-9248,431,205,527
0976-237X,431,162,299
0141-0229,431,342,1957
0167-9457,431,326,1274
1438-7492,431,287,1435
0031-8655,430,278,1106
1516-8913,430,174,400
0303-6979,430,367,2551
"0020-7438,1471-6380",430,52,78
"1573-3882,1573-3890",430,326,1729
1540-7489,430,425,3870
0042-9686,430,339,2107
"0022-2593,1468-6244",430,312,2793
0021-2148,430,273,1488
1742-4801,430,230,796
0023-1207,430,22,23
"1718-7729,1198-0052",429,239,811
1897-9483,429,14,15
0959-3780,429,405,5648
0749-8047,429,324,1851
1472-0299,429,58,92
"0263-5747,1469-8668",429,227,602
1398-2273,429,317,1204
0032-180X,429,1,1
0210-5705,429,123,253
"0098-0331,1573-1561",429,334,1541
1939-4551,428,117,972
1687-6180,428,248,866
1472-6947,428,312,1180
0034-7167,428,89,128
"1522-6514,1549-7879",428,298,1157
0074-0276,428,302,1646
"0300-0605,1473-2300",428,226,706
0001-690X,428,298,2240
1679-7825,428,230,710
1226-8615,428,245,724
"0163-5581,1532-7914",427,304,1244
"2386-7418,1138-1663",427,6,6
"0731-6844,1530-7964",427,298,831
1093-3263,427,314,1158
"2152-2715,2152-2723",427,279,1657
"1746-0913,1746-0921",427,331,1798
"0178-2789,1432-2315",427,230,675
1389-5575,427,269,1024
"0948-2393,1439-1651",427,29,43
"1087-0547,1557-1246",426,292,892
0012-8252,426,395,4844
0749-6419,426,372,4183
"1066-7857,1753-5557",426,243,563
0034-9356,425,136,277
"1870-4913,0185-2450",425,7,7
"1831-4732,1831-4732",425,138,530
1812-5638,425,89,323
"0269-9931,1464-0600",425,288,989
"1865-7117,0932-0776",425,176,291
2050-7038,425,227,521
0893-6080,425,351,4512
"0017-5994,1433-0393",425,61,76
"0081-5438,1531-8605",425,150,292
"1867-1616,1867-1624",425,208,558
0141-1136,425,355,2347
2214-6296,425,355,3265
"0363-2415,1548-8446",425,131,601
0079-6611,424,375,3008
"0030-6053,1365-3008",424,237,720
2325-7237,424,190,362
1658-354X,424,178,371
"2048-8505,2048-8513",424,298,1163
0897-3806,424,278,1012
"0956-5515,1572-8145",424,290,949
0742-051X,424,330,1685
0368-2048,424,279,1150
1077-3142,424,320,2126
1618-8667,423,311,1498
"1735-1065,2008-2711",423,73,115
"0963-7486,1465-3478",423,299,994
1057-5219,423,277,1098
"1064-2293,1556-195X",423,200,459
1338-5178,423,59,74
"1435-9529,1435-9537",423,232,665
1899-5276,423,218,627
"2218-7405,2077-1770",423,2,2
"0025-5572,2056-6328",423,41,57
2212-5558,423,98,140
0203-347X,423,5,5
"1431-2174,1435-0157",423,278,958
0104-0707,422,101,151
"1991-0177,1999-818X",422,0,0
"0016-9013,1758-5341",422,290,1358
"2183-2471,0874-2049",422,35,41
1946-4002,422,208,479
2185-4653,422,13,14
1471-2288,422,312,2085
"0036-1429,1095-7170",421,326,1510
"0022-1953,1530-9169",421,18,41
0007-1013,421,190,909
"2071-0186,2071-0194",421,102,171
"1476-0584,1744-8395",421,345,2017
"0269-2155,1477-0873",421,318,1619
"0914-9244,1349-6336",421,190,407
1937-6480,420,165,345
1755-098X,420,356,3271
0738-1085,420,239,820
1003-5427,420,61,82
0102-8650,420,216,451
"2090-6749,2090-6757",420,69,79
2380-4491,420,45,67
1462-5814,420,346,2329
1110-2098,420,31,37
2047-2919,420,320,1416
0278-4319,420,339,2322
"1940-3402,1559-6095",420,134,260
"1068-3712,1934-8010",419,125,305
"1028-3358,1562-6903",419,182,341
"1738-9984,1738-9984",419,40,70
1080-2371,419,65,88
"1545-9624,1545-9632",419,233,728
"2160-7273,2160-7281",419,6,7
0263-7863,419,371,2895
0165-232X,419,314,1262
"0010-2202,1563-521X",419,255,812
"1369-118X,1468-4462",419,226,1328
"0892-7022,1029-0435",419,249,908
"0954-0083,1361-6412",419,207,564
1059-941X,419,227,656
0972-124X,419,142,294
"0285-4945,1349-9149",419,6,7
0167-9236,418,365,2756
0368-4814,418,9,9
"2234-0645,2234-0653",418,239,609
"1387-1307,1573-2614",418,294,784
"0022-2933,1464-5262",418,205,479
2308-6033,418,0,0
"0305-7410,1468-2648",418,83,376
"1523-5866,1522-8517",418,107,1043
1755-6783,418,26,50
"0341-2040,1432-1750",418,268,885
0361-9230,418,352,1866
1560-7917,418,363,4888
0207-401X,417,2,3
0271-5317,417,328,1779
"0038-0385,1469-8684",417,194,903
"1598-9992,2233-6869",417,143,335
0002-9890,417,87,141
1757-1146,417,151,494
"0919-0945,1881-4158",417,12,13
"0954-4070,2041-2991",417,255,592
"0001-6322,1432-0533",417,387,6561
0889-1575,416,338,1884
"0030-8730,0030-8730",416,183,358
"0003-7028,0003-7028",416,275,1166
"1341-9625,1437-7772",416,253,967
"1076-0296,1938-2723",416,244,845
1369-8478,416,310,1493
"0268-3555,1758-1125",416,236,831
0033-8494,416,3,5
"0929-5305,1573-742X",416,275,1158
"1941-3289,1941-3297",416,327,2642
"1098-612X,1532-2750",416,241,723
"0049-8254,1366-5928",416,262,769
1984-6835,416,29,36
0730-2347,415,218,504
1075-9964,415,350,1738
"1687-5265,1687-5273",415,195,474
"0266-5611,1361-6420",415,288,1047
0169-5347,415,350,6225
0001-5814,415,22,35
0150-9861,415,128,536
"2460-6952,2088-5334",415,16,17
1225-9071,414,108,151
"1061-4303,1554-7531",414,194,484
"1598-5504,2383-8272",414,44,58
2155-6156,414,56,85
"1861-0684,1861-0692",414,342,1805
1042-0533,414,232,874
"0269-8811,1461-7285",414,344,2815
1561-5413,414,15,20
"1541-6933,1556-0961",414,294,1559
"1939-1285,0278-7393",414,310,1084
"1096-2964,1557-8674",413,275,851
0022-0531,413,285,1043
"0016-7932,1555-645X",413,161,330
"2153-1285,2153-1293",412,71,117
0167-2789,412,296,1252
"0278-6826,1521-7388",412,288,1039
1097-3729,412,29,53
"0968-7599,1360-0508",412,161,476
0740-5472,412,327,1897
1086-332X,412,12,28
"0277-2248,1029-0486",412,198,481
"1062-7391,1573-8736",412,169,360
"1340-6000,1349-9432",412,176,359
1449-1907,412,294,1373
"1460-2156,0006-8950",411,346,7048
0002-9645,411,247,712
"1465-8712,2047-8968",411,29,38
"2079-0694,2079-7192",411,1,1
"0190-6011,1938-1344",411,296,1507
"0020-4412,1608-3180",411,156,322
"1461-1457,1469-5111",411,340,2269
0305-7488,411,64,141
"0733-9496,1943-5452",411,335,1862
"0920-1742,1573-5168",410,267,729
"1939-1234,1939-1242",410,320,1557
2169-9003,410,349,2027
0967-070X,410,329,1610
"0925-1022,1573-7586",410,197,510
"0259-9791,1572-8897",410,243,920
1756-994X,410,332,3088
1472-9792,410,302,1453
1679-3013,410,1,1
1749-8155,410,0,0
"0091-0627,1573-2835",410,299,1481
1997-5902,410,64,85
2173-5794,410,3,3
"0449-3060,1349-9157",409,254,777
1336-0345,409,43,53
1879-8500,409,290,1288
0301-7516,409,299,1141
"2011-2777,1657-9267",409,55,66
2158-2440,409,148,441
2075-4094,409,21,34
"1557-2625,1558-7118",409,236,822
0044-5134,409,8,8
1389-9341,409,337,1666
1676-2584,409,1,1
1943-2879,409,64,139
1050-9631,408,344,2387
"0266-3554,1477-089X",408,9,9
"0960-3182,1573-1529",408,195,552
0004-6337,408,203,638
"0031-7217,1940-6487",408,82,144
0098-8847,408,283,1156
"1439-2283,1869-5507",408,1,1
"1340-5551,1881-4190",408,18,21
1056-6163,408,137,362
0946-1965,408,225,624
"0722-4028,1432-0975",408,319,1502
"2320-9798,2320-9801",408,23,25
1360-8592,408,203,644
"0925-9864,1573-5109",408,209,576
0146-6380,408,354,2153
1877-1203,407,2,2
2153-6414,407,24,46
1062-6050,407,263,1451
"1345-8957,1347-3352",407,263,855
"0041-977X,1474-0699",407,15,21
"1556-6811,1556-679X",407,325,1342
0929-8665,407,215,618
"1738-2637,2288-2928",407,62,71
"1040-7782,1521-0634",407,317,1394
"0014-4851,1741-2765",407,268,1152
"1945-8924,1945-8932",407,237,881
"1354-0688,1460-3683",407,213,1043
1554-3528,406,246,1100
0022-2852,406,305,1247
0065-1281,406,310,1115
"0742-0528,1525-6073",406,323,1517
"0272-4634,1937-2809",406,310,1238
"1351-0088,1479-6821",406,331,2499
"1793-0421,1793-7310",406,169,354
"0018-151X,1608-3156",406,220,675
"0020-9554,1432-1289",406,131,211
"0167-4412,1573-5028",406,327,1906
0021-8782,405,273,1184
0014-2972,405,312,1544
"2175-5361,1809-6107",405,6,6
"0033-7587,1938-5404",405,319,1559
0147-9563,405,206,799
2334-5837,405,72,104
"0272-6351,1548-0046",405,160,374
2214-7500,405,168,508
0032-3195,405,36,71
"2310-1210,2306-4145",405,3,3
"1945-0265,1945-0257",405,237,654
"0377-7332,1435-8921",405,171,356
0167-6687,404,241,778
2148-127X,404,11,12
"1018-8827,1435-165X",404,318,1629
0264-2751,404,336,1909
"0888-8809,1944-9917",404,347,2347
1098-4402,404,329,1402
"0003-889X,1420-8938",404,150,322
1471-0153,403,297,1554
"1614-2942,1614-2950",403,313,1056
"1382-6905,1573-2886",403,151,342
1571-0645,403,369,1493
2352-3859,403,25,35
"2150-1351,2150-136X",403,162,452
2330-0698,403,0,0
0959-4973,403,305,1244
1758-0463,402,299,1666
0099-1333,402,185,696
2383-630X,402,49,63
0141-6359,402,317,1453
1413-8670,402,249,772
"1292-8941,1292-895X",402,294,1047
"1672-5182,1993-5021",402,183,353
"0028-3940,1432-1920",402,302,1323
1476-1777,402,40,48
2307-6046,402,10,11
1935-1089,402,134,252
"1353-4505,1464-3677",402,193,931
"0939-1533,1432-0681",402,222,717
1574-7891,402,361,2793
"1747-4124,1747-4132",401,290,1107
0020-7578,401,97,225
1598-3986,401,87,129
1537-1891,401,276,1462
1005-264X,401,74,112
"2158-284X,2158-2882",401,84,146
2296-2360,401,251,1065
"1754-8403,1754-8411",401,335,2481
2147-0634,401,14,18
0033-3174,401,299,1980
"1687-9422,1687-9430",400,210,490
"0219-5194,1793-6810",400,162,494
"0940-5429,1432-5233",400,299,1564
1059-1478,400,235,931
0378-4754,400,243,1015
"0034-6551,1471-6968",400,11,11
"0178-4617,1432-0541",400,132,282
1650-1977,400,278,1089
"0032-3896,1349-0540",400,287,1274
1814-9359,400,153,280
"1088-4246,1099-1409",400,249,700
0047-2484,400,339,2820
"0178-7675,1432-0924",400,302,1981
1129-7298,399,190,478
"1868-8071,1868-808X",399,222,680
0895-9811,399,283,991
"2156-8553,2156-8561",399,115,186
"0218-3013,1793-6608",399,220,768
1742-4755,399,291,1260
1081-597X,399,304,1844
8756-758X,399,282,1346
"0829-318X,1758-4469",399,316,1810
0965-9978,399,298,2055
"0385-4205,1347-5533",399,93,143
1466-822X,399,305,3128
1838-7640,399,370,4186
2079-701X,399,1,1
0163-8343,399,325,1522
"0965-0393,1361-651X",399,295,1215
2051-5960,399,327,2597
1520-4081,399,273,850
"1868-8527,1868-8535",399,235,1119
"0918-8959,1348-4540",398,288,1178
1465-993X,398,311,1523
"2150-5594,2150-5608",398,295,1232
2319-8656,398,16,18
"1933-0219,1935-3456",398,349,2784
1691-5887,398,1,2
0964-0282,398,46,111
1088-1980,398,311,1939
1871-5192,398,177,647
1980-0827,398,0,0
0379-153X,398,79,99
2155-6113,398,63,132
0013-7006,397,174,413
"1478-7210,1744-8336",397,311,1577
0003-0279,397,17,21
2161-9131,397,0,0
1567-2050,397,295,1503
0022-1910,397,341,1736
"0177-5103,1616-1580",397,288,1179
"0257-277X,1559-0755",397,312,1495
0021-8936,397,249,994
"1939-2222,0096-3445",397,346,3139
"2327-5219,2327-5227",396,120,232
"1126-3504,1724-5575",396,216,567
"1063-4258,1573-8205",396,76,119
"1229-6929,2005-8330",396,280,1134
"0022-1333,0973-7731",396,188,396
0023-4761,396,3,3
0009-9236,396,324,2056
1068-7971,396,216,611
0001-2815,396,308,1197
"1385-0237,1573-5052",396,294,1062
1353-8292,395,336,1925
"2314-8896,2314-8888",395,74,107
1746-8094,395,318,1797
"2277-5412,2322-0430",395,3,3
"0340-9937,1615-6692",395,170,355
"0033-2941,1558-691X",395,185,440
1751-5521,395,211,731
0102-3616,395,127,268
0934-0866,395,279,2026
"1574-017X,1875-905X",395,141,290
0167-6377,395,212,509
"1350-6501,2041-305X",394,201,537
0160-7383,394,252,1624
1477-8939,394,267,1244
1050-6411,394,299,1096
"1561-5936,1561-5936",394,0,0
"0022-4529,1527-1897",394,34,49
"1745-3674,1745-3682",394,289,1669
"1437-434X,0018-3830",394,239,597
0969-6989,394,310,1869
"0013-8738,1555-6689",394,79,120
"1680-8584,2071-1409",394,192,373
1859-2333,394,3,3
"0951-631X,1477-4666",394,38,78
"0129-167X,1793-6519",393,141,280
"0365-0340,1476-3567",393,193,888
"1793-2920,1793-7094",393,205,523
2053-1583,393,331,2859
"0944-2669,1432-0835",393,231,778
0346-251X,393,201,618
"1558-7452,1558-7460",393,15,23
1385-1101,393,322,1512
0924-2244,392,342,3618
1750-9467,392,307,1354
1099-6605,392,5,5
"0972-3226,2348-7542",392,25,27
2223-5167,392,1,1
0252-9602,392,160,347
"1018-4864,1572-9451",392,186,549
"0955-3002,1362-3095",392,269,1086
2231-6809,392,16,16
"1354-3784,1744-7658",392,318,1883
"1543-5075,1543-5083",392,213,677
"2090-6684,2090-6692",392,84,105
"0034-3404,1360-0591",392,228,1154
"0018-1560,1573-174X",391,228,829
"0190-0692,1532-4265",391,173,383
"0010-4620,1460-2067",391,179,411
0308-521X,391,327,1896
1940-7041,391,70,89
"0026-0673,1573-8973",391,99,150
"0300-8126,1439-0973",391,275,1080
"1369-183X,1469-9451",391,240,807
"2152-7245,2152-7261",391,77,151
0141-9331,391,232,630
"0031-0301,1555-6174",391,134,244
1857-9655,391,59,91
"2211-2898,0165-0505",391,12,12
1755-5930,391,311,1729
"2320-1940,2320-1959",391,19,20
"0177-7963,1432-5411",391,208,674
"0532-8799,1880-9014",391,84,122
"1356-1820,1469-9567",391,260,1024
1755-2672,391,132,267
"0032-5481,1941-9260",391,261,1131
1726-4901,390,251,735
"0031-5125,1558-688X",390,173,391
1087-1845,390,340,2225
1449-2288,390,324,2029
1543-950X,390,1,1
2169-9097,390,273,1913
1879-4068,390,165,771
0040-3636,390,1,1
"2151-1934,2151-1942",390,105,232
0001-8686,390,349,5409
1086-055X,389,296,1516
0378-3839,389,328,2136
0721-3115,389,217,802
"0954-5794,1469-2198",389,292,1740
0929-1199,389,295,1455
1662-0356,389,86,154
"0022-216X,1469-767X",389,33,74
2050-1315,389,94,123
"0387-1061,2186-2753",389,2,2
"0032-0781,1471-9053",389,297,1448
"1087-0571,1552-454X",389,305,1674
"0920-8569,1572-994X",389,261,823
"0022-3778,1469-7807",388,238,800
2349-3925,388,7,8
1996-0875,388,143,295
1383-5718,388,319,1546
"1387-585X,1573-2975",388,169,421
2233-9205,388,2,2
"0025-5718,1088-6842",388,233,863
2255-4971,388,19,22
0042-5222,388,13,16
0014-2921,387,286,1032
"0021-1575,1883-2954",387,132,234
1743-0003,387,325,2638
"1349-2365,1349-3299",387,273,1054
"0733-9372,1943-7870",387,228,594
0022-2011,387,314,1535
"2304-4861,0323-4045",387,2,2
"0304-3843,1572-9540",387,165,393
"0957-8765,1573-7888",387,199,432
0142-727X,387,278,1187
2198-3844,387,289,3313
2249-7307,387,9,10
"1083-4877,1573-9139",387,115,242
"0021-8944,1573-8620",387,115,212
"0253-4126,0973-774X",387,214,586
"0352-5139,1820-7421",387,178,416
1308-5298,387,3,3
1225-1348,387,87,122
"0160-6972,1548-1336",387,228,704
2214-031X,387,56,175
1354-814X,387,5,9
0276-3478,387,304,2050
1732-2693,386,167,355
2188-5079,386,6,10
0038-4348,386,169,485
"0935-8943,1438-8685",386,53,81
"0893-1321,1943-5525",386,215,619
0100-2945,386,143,256
"0961-2025,1747-583X",386,35,50
"0039-3630,2047-0584",386,103,254
"1862-4472,1862-4480",386,194,461
"1661-8556,1661-8564",386,270,1028
"1945-3094,1945-3108",386,168,335
"0013-1857,1469-5812",386,116,254
2192-9114,385,55,88
"0171-967X,1432-0827",385,293,1431
0268-9146,385,258,874
1061-2971,385,262,997
1567-7249,385,237,1544
"1530-3667,1557-7759",385,292,1358
2155-9600,385,50,70
1558-7878,385,233,730
2167-8707,385,135,283
2250-3390,385,9,11
0301-0430,385,223,617
1079-9796,384,242,926
"0003-2417,1432-055X",384,193,496
0232-1300,384,238,707
2072-0505,384,3,3
0201-7032,384,18,22
0004-8380,384,189,452
"1071-5762,1029-2470",384,320,1733
